a	0.9907640792401077
que	1.1485361435464274
de	0.55937470819363
o	1.1106635512544687
e	1.0818668380105483
não	2.053446784371376
do	0.6350170398180688
da	0.6197637499993296
se	1.5558643592131571
com	0.9229116867799944
para	0.7754269412580419
eu	24.582112267448586
em	0.5347150298150181
as	1.0436551309784614
ao	1.1977159964342066
Simão	527.8758496986765
os	0.6395398867007914
um	0.5766922095777994
é	0.8172763770796324
uma	0.5778339927704051
lhe	8.842406193262933
à	0.891453649748961
sua	1.849114867485513
seu	2.168839632718841
na	0.6059075017559691
disse	6.550922747169643
me	13.579758655606556
no	0.5408748929170296
Teresa	67.14941228204533
mas	1.710582133828049
por	0.539551421655838
como	1.003191664687273
pai	35.33519819091922
ela	14.43012689668491
ele	5.836080585916735
mais	0.6498550181168156
minha	15.689041311743846
Mariana	605.3388977101788
meu	16.94469761870168
quando	2.3675288703245636
senhor	32.35126691984053
era	2.6861482127566605
dos	0.31866645305362457
das	0.4990119792619409
já	1.0282770978057119
há	1.4793089354985325
está	1.3602022232483826
Botelho	136.17987266957823
foi	0.622698230502001
nem	2.940721868782626
quem	2.5422913790286104
coração	31.32722828858948
casa	4.400591438084693
tem	1.025512288149555
filha	34.12550891567386
tinha	2.8950995787755716
sem	1.5160877314986863
João	2.9244779747184335
ser	0.5586650981691759
porque	1.7069482866652175
lá	5.183237954826618
senhora	44.309329739409776
vida	2.977772498555772
ou	0.6204580941951833
aqui	5.123173526505472
tu	112.57443024792727
ainda	0.789387694607303
estava	3.4707520974950086
anos	0.7180005562234929
amor	21.4123788485693
carta	11.241375672539297
muito	0.9982563149085559
ferrador	5147.250395569619
tempo	1.7479140416476915
assim	2.1158647435475917
vossa	130.11790429914439
dia	1.2013665671987865
Deus	12.104566733876796
Baltasar	466.2277246727321
bem	1.6765450028289572
sei	16.169458765497467
menina	93.40700684850165
senhoria	2134.570653157228
olhos	12.59107225198932
te	73.3410203882548
tenho	10.061498709437492
Viseu	21.373459598869808
mãe	12.595391709385897
nos	0.5537594647234964
onde	0.9070451689518286
corregedor	10409.798999999999
filho	11.22469227859136
seus	1.0547785488938186
depois	0.8004332346088486
esta	1.1133007542113573
convento	119.33926305428066
cruz	114.70068732831042
este	0.9505928259158362
homem	3.5374106419471785
respondeu	19.774583984867085
fora	3.303254189920392
teu	125.3144050323716
tua	119.61772404019253
cá	14.580072115870937
outro	1.4228559111513015
dois	0.6987662554336762
agora	1.1689979698278163
nada	2.2580809545894716
pois	3.440978565745622
primo	155.29436268181428
isto	3.2843101814487135
aos	0.5394874523225571
morte	3.838168314426604
ir	5.190372475154832
mim	9.873967640747349
Albuquerque	83.25575123566391
céu	23.356730351834454
pela	0.39861510054306293
às	0.6291858149628846
nas	0.6645618739638373
hora	3.930059353160507
Tadeu	334.0221001123055
D	47.81960791212916
Rita	41.98508392544537
tudo	1.3197901113778958
sobre	0.4814937961714764
isso	1.1286569077153479
pelo	0.35264229662981283
lágrimas	61.63767377201112
mulher	4.2515466780660605
ver	1.5893107092808991
quer	1.8843601957503748
então	2.231225761832227
É	0.7932376075019237
si	4.053238405518543
Porto	1.051966114849241
são	0.4909105840019231
até	0.6186749921144569
vai	0.8169990663299576
vou	16.385878337769384
fidalgo	1015.0144217687075
Coimbra	3.814514040266729
quarto	7.505027890522709
alguns	1.1225206412725164
dizer	2.1107559998029113
mesmo	0.5798171284963063
sempre	1.0670669116150169
dinheiro	3.017254332495674
tornou	14.483616382761028
porta	6.698818118097109
nunca	1.7622914164732184
mão	5.142257567095157
pode	0.8469436794084922
horas	2.150852609439335
tão	1.8113666891683788
sou	9.838699231154937
rapariga	37.6247553173883
entre	0.34509067784061653
ter	0.4173387079261346
pouco	1.2376132742242327
dizia	9.81343583748912
sabe	3.613315144920116
estou	8.919358639135979
coisa	2.511007075661333
três	0.6432589349036958
diz	1.2566172598076495
alguma	2.617347800825154
duas	0.8321252154351684
cartas	15.260848039486714
noite	1.647174032507394
também	0.36049709103353866
fazer	0.7070479261664209
posso	12.522711785248008
todas	1.5102899613062328
pobre	20.289415491909594
juiz	8.19327810461211
saiu	9.851165455643518
velho	7.728302156758464
logo	2.5301135976964053
alma	15.714800552245073
vezes	1.4957837322301535
amiga	47.68602374040163
contra	0.7153826468946486
homens	2.3961620099145704
Manuel	1.4358023385512342
morrer	14.390859865264531
vez	0.5858090097094016
ia	7.842055528247198
exclamou	208.42786349814168
antes	0.9385545091100094
dum	28.467966632791327
suas	0.7951230524208887
dar	1.5407172888809824
queria	8.226262144238065
enquanto	1.2547018109720238
outra	1.4362305063020722
areeiro	5378.396
vá	22.462583215696757
família	2.9611352772711292
todos	0.6095512960445509
tinham	2.4897954692983904
num	0.5645446358389365
palavras	3.8292609715400623
quero	12.470739321799176
algum	3.1343091211617757
aquela	4.614996482390397
Domingos	10.096366321653177
espírito	6.35474736503085
fosse	2.674960631093408
hei	3565.8419560595325
forca	524.9246739697444
amigo	7.531777335392285
mundo	1.1956703981428107
deu	2.520857149528952
voz	4.02298728734606
mãos	4.084645790118464
prima	95.73171741058233
moça	338.6008224715968
seria	1.7401432706480908
dele	5.779141149706627
criados	26.292242671201734
modo	1.9127371674286593
dias	0.7990680175261013
só	0.4284749556630348
ninguém	2.120963097385521
pé	6.12906011422291
viu	5.145684605050546
comandante	7.632253386882601
eram	2.1962467848050484
ali	2.68280923080217
fez	1.2217888894426303
preso	10.268364359825359
tanto	1.8740938823638194
menos	0.6380058822707418
sim	2.83196939128618
terra	3.154073760579532
podia	4.083726728191301
porém	3.2340007992889905
dela	8.997836328521256
duma	20.28725912067353
meses	1.1081716563673902
irmã	23.695641010232343
falar	2.2634043095008987
passos	11.367585700807213
caminho	2.937062690828129
Lisboa	0.4190014994383521
tal	1.178971879394862
viver	4.841305828979097
